sample,function,taxon,taxon_abun,taxon_rel_abun,genome_function_count,taxon_function_abun,taxon_rel_function_abun
C26,DHGLUCONATE-PYR-CAT-PWY,6472eb8b1e09f892aca2f23182962903,416,1.3318277703378265,0.06687740384615384,27.821,0.0891
C29,DHGLUCONATE-PYR-CAT-PWY,6472eb8b1e09f892aca2f23182962903,426,1.391197572915408,0.05965328638497652,25.4123,0.083
C27,DHGLUCONATE-PYR-CAT-PWY,6472eb8b1e09f892aca2f23182962903,518,1.164074765061397,0.0710503861003861,36.8041,0.0827
C36,DHGLUCONATE-PYR-CAT-PWY,6472eb8b1e09f892aca2f23182962903,607,1.3937755865166106,0.05677627677100494,34.4632,0.0791
C19,DHGLUCONATE-PYR-CAT-PWY,d829bee4984f82ffc2453212157caf96,543,1.3082635030622525,0.060351197053406996,32.7707,0.079
C29,DHGLUCONATE-PYR-CAT-PWY,d829bee4984f82ffc2453212157caf96,370,1.2083171407950728,0.05965324324324324,22.0717,0.0721
C34,DHGLUCONATE-PYR-CAT-PWY,6472eb8b1e09f892aca2f23182962903,477,1.3232690905146574,0.05360104821802935,25.5677,0.0709
C28,DHGLUCONATE-PYR-CAT-PWY,6472eb8b1e09f892aca2f23182962903,495,1.4000440660334321,0.04730787878787879,23.4174,0.0662
C36,DHGLUCONATE-PYR-CAT-PWY,d829bee4984f82ffc2453212157caf96,505,1.1595661798861423,0.056776237623762375,28.672,0.0658
C33,DHGLUCONATE-PYR-CAT-PWY,d829bee4984f82ffc2453212157caf96,499,1.4331762200738312,0.04573346693386774,22.821,0.0655
C22,DHGLUCONATE-PYR-CAT-PWY,3a7bcfd3dd1c23c2efae4b6b3fcd36a3,175,0.4770918227279457,0.12790685714285716,22.3837,0.061
C34,DHGLUCONATE-PYR-CAT-PWY,d829bee4984f82ffc2453212157caf96,405,1.1235303598709356,0.05360098765432099,21.7084,0.0602
C17,DHGLUCONATE-PYR-CAT-PWY,d829bee4984f82ffc2453212157caf96,356,1.2789644124559634,0.045744101123595504,16.2849,0.0585
C31,DHGLUCONATE-PYR-CAT-PWY,d829bee4984f82ffc2453212157caf96,505,1.0839296377271046,0.052376435643564354,26.4501,0.0568
C33,DHGLUCONATE-PYR-CAT-PWY,6472eb8b1e09f892aca2f23182962903,430,1.235001552368231,0.045733488372093026,19.6654,0.0565
C23,DHGLUCONATE-PYR-CAT-PWY,3a7bcfd3dd1c23c2efae4b6b3fcd36a3,242,0.6129182914066832,0.08819214876033059,21.3425,0.0541
C28,DHGLUCONATE-PYR-CAT-PWY,d829bee4984f82ffc2453212157caf96,400,1.131348740229036,0.04730775,18.9231,0.0535
C35,DHGLUCONATE-PYR-CAT-PWY,6472eb8b1e09f892aca2f23182962903,577,1.2690743301453975,0.041128076256499134,23.7309,0.0522
C35,DHGLUCONATE-PYR-CAT-PWY,d829bee4984f82ffc2453212157caf96,539,1.1854957780734303,0.04112801484230055,22.168,0.0488
C30,DHGLUCONATE-PYR-CAT-PWY,3a7bcfd3dd1c23c2efae4b6b3fcd36a3,272,0.6960561000744421,0.06962867647058824,18.939,0.0485
C17,DHGLUCONATE-PYR-CAT-PWY,6472eb8b1e09f892aca2f23182962903,290,1.041853032618622,0.04574413793103448,13.2658,0.0477
C23,DHGLUCONATE-PYR-CAT-PWY,f37fc1dccfeba0004cbeb4f1ad6083c6,187,0.4736186797233462,0.10079090909090908,18.8479,0.0477
C32,DHGLUCONATE-PYR-CAT-PWY,d829bee4984f82ffc2453212157caf96,441,1.052703191409369,0.04527551020408163,19.9665,0.0477
C32,DHGLUCONATE-PYR-CAT-PWY,6472eb8b1e09f892aca2f23182962903,420,1.0025744680089228,0.045275476190476185,19.0157,0.0454
C25,DHGLUCONATE-PYR-CAT-PWY,d829bee4984f82ffc2453212157caf96,782,1.5926715925432833,0.02838772378516624,22.1992,0.0452
C01,DHGLUCONATE-PYR-CAT-PWY,6472eb8b1e09f892aca2f23182962903,695,1.5774660674565355,0.027429784172661873,19.0637,0.0433
C31,DHGLUCONATE-PYR-CAT-PWY,6472eb8b1e09f892aca2f23182962903,384,0.8242158037370458,0.05237630208333333,20.1125,0.0432
C29,DHGLUCONATE-PYR-CAT-PWY,3a7bcfd3dd1c23c2efae4b6b3fcd36a3,196,0.6400815124211737,0.059653061224489795,11.692,0.0382
C22,DHGLUCONATE-PYR-CAT-PWY,68084402ba50c5318fb1062026beb58d,107,0.291707571610801,0.12790747663551402,13.6861,0.0373
C26,DHGLUCONATE-PYR-CAT-PWY,3a7bcfd3dd1c23c2efae4b6b3fcd36a3,168,0.5378535226364299,0.06687738095238095,11.2354,0.036
C10,DHGLUCONATE-PYR-CAT-PWY,6472eb8b1e09f892aca2f23182962903,813,1.486613348507883,0.023902952029520294,19.4331,0.0355
C19,DHGLUCONATE-PYR-CAT-PWY,6472eb8b1e09f892aca2f23182962903,243,0.5854659875582456,0.06035144032921811,14.6654,0.0353
C24,DHGLUCONATE-PYR-CAT-PWY,0422647ef6eff7c6bb336bf4e2a4f695,1072,1.6438679661197588,0.02113358208955224,22.6552,0.0347
C26,DHGLUCONATE-PYR-CAT-PWY,f37fc1dccfeba0004cbeb4f1ad6083c6,132,0.422599196357195,0.07643106060606061,10.0889,0.0323
C21,DHGLUCONATE-PYR-CAT-PWY,6472eb8b1e09f892aca2f23182962903,160,0.3875387871828328,0.08248625000000001,13.1978,0.032
C22,DHGLUCONATE-PYR-CAT-PWY,d67c365dce47104f34fc44ca059d411e,69,0.18811049010416145,0.16445217391304348,11.3472,0.0309
C16,DHGLUCONATE-PYR-CAT-PWY,6472eb8b1e09f892aca2f23182962903,363,1.2197789679863469,0.024732506887052343,8.9779,0.0302
C22,DHGLUCONATE-PYR-CAT-PWY,42b58be2a8c3332f29d99ed974b3a320,66.5,0.18129489263661933,0.16445263157894735,10.9361,0.0298
C22,DHGLUCONATE-PYR-CAT-PWY,093dbcff1372d79fd828467dbbd5d9a7,198,0.5397953194293328,0.054817171717171716,10.8538,0.0296
C25,DHGLUCONATE-PYR-CAT-PWY,6472eb8b1e09f892aca2f23182962903,510,1.0386988647021411,0.0283878431372549,14.4778,0.0295
C30,DHGLUCONATE-PYR-CAT-PWY,f37fc1dccfeba0004cbeb4f1ad6083c6,144,0.3685002882747046,0.07957569444444444,11.4589,0.0293
C36,DHGLUCONATE-PYR-CAT-PWY,3a7bcfd3dd1c23c2efae4b6b3fcd36a3,223,0.5120460556724945,0.0567762331838565,12.6611,0.0291
C27,DHGLUCONATE-PYR-CAT-PWY,3a7bcfd3dd1c23c2efae4b6b3fcd36a3,179,0.4022574960347298,0.07105027932960895,12.718,0.0286
C33,DHGLUCONATE-PYR-CAT-PWY,3a7bcfd3dd1c23c2efae4b6b3fcd36a3,208,0.597396099750214,0.04573365384615385,9.5126,0.0273
C16,DHGLUCONATE-PYR-CAT-PWY,d829bee4984f82ffc2453212157caf96,326,1.0954488803403557,0.02473251533742331,8.0628,0.0271
C23,DHGLUCONATE-PYR-CAT-PWY,42b58be2a8c3332f29d99ed974b3a320,91.5,0.2317438994368244,0.11339016393442622,10.3752,0.0263
C29,DHGLUCONATE-PYR-CAT-PWY,f37fc1dccfeba0004cbeb4f1ad6083c6,116,0.3788237522492661,0.068175,7.9083,0.0258
C22,DHGLUCONATE-PYR-CAT-PWY,9fa42a9ddb62a5420e51dcb6b6966df4,56,0.1526693832729426,0.16445178571428573,9.2093,0.0251
C23,DHGLUCONATE-PYR-CAT-PWY,0422647ef6eff7c6bb336bf4e2a4f695,784,1.9856526465406596,0.012598852040816327,9.8775,0.025
C07,DHGLUCONATE-PYR-CAT-PWY,6472eb8b1e09f892aca2f23182962903,1306,1.8432841508613755,0.013335222052067382,17.4158,0.0246
C21,DHGLUCONATE-PYR-CAT-PWY,9d127ac8ec1a7b03befe92229847b811,158,0.3826945523430474,0.05891898734177216,9.3092,0.0225
C22,DHGLUCONATE-PYR-CAT-PWY,fae4271783897b464c13970d86b4ba13,438,1.1940926763133723,0.018272374429223744,8.0033,0.0218
C22,DHGLUCONATE-PYR-CAT-PWY,dab1160ee7a4ecf9945086ff09f99528,218,0.5943200991696693,0.03654495412844037,7.9668,0.0217
C21,DHGLUCONATE-PYR-CAT-PWY,f37fc1dccfeba0004cbeb4f1ad6083c6,94,0.2276790374699143,0.09427021276595744,8.8614,0.0215
C22,DHGLUCONATE-PYR-CAT-PWY,0422647ef6eff7c6bb336bf4e2a4f695,432,1.1777352423912717,0.018272453703703704,7.8937,0.0215
C11,DHGLUCONATE-PYR-CAT-PWY,6472eb8b1e09f892aca2f23182962903,653,1.34895838928171,0.01575957120980092,10.291,0.0213
C36,DHGLUCONATE-PYR-CAT-PWY,f37fc1dccfeba0004cbeb4f1ad6083c6,143,0.3283524034133037,0.06488741258741258,9.2789,0.0213
C26,DHGLUCONATE-PYR-CAT-PWY,d67c365dce47104f34fc44ca059d411e,76,0.24331468881171836,0.08598552631578948,6.5349,0.0209
C35,DHGLUCONATE-PYR-CAT-PWY,3a7bcfd3dd1c23c2efae4b6b3fcd36a3,224,0.4926735701084386,0.041128125,9.2127,0.0203
C26,DHGLUCONATE-PYR-CAT-PWY,68084402ba50c5318fb1062026beb58d,94,0.30094185195133577,0.06687765957446809,6.2865,0.0201
C23,DHGLUCONATE-PYR-CAT-PWY,d67c365dce47104f34fc44ca059d411e,69,0.17475769465727745,0.11338985507246377,7.8239,0.0198
C02,DHGLUCONATE-PYR-CAT-PWY,6472eb8b1e09f892aca2f23182962903,414,1.1446392727393382,0.017214734299516907,7.1269,0.0197
C24,DHGLUCONATE-PYR-CAT-PWY,9fa42a9ddb62a5420e51dcb6b6966df4,67.5,0.10350847734429452,0.19020148148148147,12.8386,0.0197
C24,DHGLUCONATE-PYR-CAT-PWY,42b58be2a8c3332f29d99ed974b3a320,67,0.10274174788248493,0.19020149253731342,12.7435,0.0195
C36,DHGLUCONATE-PYR-CAT-PWY,42b58be2a8c3332f29d99ed974b3a320,115.5,0.2652077104492068,0.0729982683982684,8.4313,0.0194
C23,DHGLUCONATE-PYR-CAT-PWY,9fa42a9ddb62a5420e51dcb6b6966df4,66.5,0.16842589412621667,0.11338947368421053,7.5404,0.0191
C10,DHGLUCONATE-PYR-CAT-PWY,d829bee4984f82ffc2453212157caf96,435,0.7954204263234059,0.023902988505747128,10.3978,0.019
C21,DHGLUCONATE-PYR-CAT-PWY,3a7bcfd3dd1c23c2efae4b6b3fcd36a3,95,0.23010115488980695,0.08248631578947369,7.8362,0.019
C28,DHGLUCONATE-PYR-CAT-PWY,3a7bcfd3dd1c23c2efae4b6b3fcd36a3,141,0.3988004309307352,0.04730780141843972,6.6704,0.0189
C33,DHGLUCONATE-PYR-CAT-PWY,42b58be2a8c3332f29d99ed974b3a320,112,0.3216748229424229,0.058800000000000005,6.5856,0.0189
C22,DHGLUCONATE-PYR-CAT-PWY,91c8626124b81cf81edbfdbb4b8ea736,42,0.11450203745470695,0.16445238095238096,6.907,0.0188
C24,DHGLUCONATE-PYR-CAT-PWY,9287e86e0083e5f9a299d7edb6dba9a9,578,0.8863392578518848,0.02113356401384083,12.2152,0.0187
C24,DHGLUCONATE-PYR-CAT-PWY,f74a23038095f558d209d451c03c9b7e,576,0.8832723400046465,0.021133506944444446,12.1729,0.0187
C34,DHGLUCONATE-PYR-CAT-PWY,f37fc1dccfeba0004cbeb4f1ad6083c6,110,0.3051563940390196,0.06125818181818182,6.7384,0.0187
C23,DHGLUCONATE-PYR-CAT-PWY,dab1160ee7a4ecf9945086ff09f99528,291,0.7370215818154744,0.0251979381443299,7.3326,0.0186
C27,DHGLUCONATE-PYR-CAT-PWY,dab1160ee7a4ecf9945086ff09f99528,404,0.9078884268046418,0.0203,8.2012,0.0184
C01,DHGLUCONATE-PYR-CAT-PWY,d829bee4984f82ffc2453212157caf96,290,0.6582232511689141,0.027429655172413792,7.9546,0.0181
C19,DHGLUCONATE-PYR-CAT-PWY,f37fc1dccfeba0004cbeb4f1ad6083c6,108,0.2602071055814425,0.06897314814814814,7.4491,0.0179
C27,DHGLUCONATE-PYR-CAT-PWY,0422647ef6eff7c6bb336bf4e2a4f695,780,1.7528538933356943,0.01015,7.917,0.0178
C21,DHGLUCONATE-PYR-CAT-PWY,dab1160ee7a4ecf9945086ff09f99528,305,0.7387458130672749,0.02356754098360656,7.1881,0.0174
C22,DHGLUCONATE-PYR-CAT-PWY,0c0641127df64e7dbb361a6fc16d34a5,349,0.9514574064688744,0.01827249283667622,6.3771,0.0174
C24,DHGLUCONATE-PYR-CAT-PWY,69f38f9e79867a0a88b172de2543b59d,132,0.20241657791773152,0.0845340909090909,11.1585,0.0171
C22,DHGLUCONATE-PYR-CAT-PWY,f74a23038095f558d209d451c03c9b7e,341,0.9296474945727398,0.018272434017595308,6.2309,0.017
C09,DHGLUCONATE-PYR-CAT-PWY,6472eb8b1e09f892aca2f23182962903,1834,1.6429441595171574,0.010040185387131952,18.4137,0.0165
C34,DHGLUCONATE-PYR-CAT-PWY,3a7bcfd3dd1c23c2efae4b6b3fcd36a3,111,0.3079305430757379,0.0536009009009009,5.9497,0.0165
C26,DHGLUCONATE-PYR-CAT-PWY,0422647ef6eff7c6bb336bf4e2a4f695,530,1.696799803555404,0.009553962264150943,5.0636,0.0162
C22,DHGLUCONATE-PYR-CAT-PWY,815441e55a0ea6cec04bc18f890a100d,36,0.09814460353260596,0.16445277777777778,5.9203,0.0161
C22,DHGLUCONATE-PYR-CAT-PWY,60ffdff0b284115d9ffad14705e2155f,161,0.43892447690971004,0.03654472049689441,5.8837,0.016
C22,DHGLUCONATE-PYR-CAT-PWY,97e37a6b294e3cdb4a9977bb653171d6,321,0.8751227148324029,0.018272585669781932,5.8655,0.016
C24,DHGLUCONATE-PYR-CAT-PWY,093dbcff1372d79fd828467dbbd5d9a7,164,0.2514872634735452,0.06340060975609757,10.3977,0.0159
C26,DHGLUCONATE-PYR-CAT-PWY,9fa42a9ddb62a5420e51dcb6b6966df4,56.5,0.1808852620771327,0.0859858407079646,4.8582,0.0156
C21,DHGLUCONATE-PYR-CAT-PWY,146011b4b3b1ac5bd7d8224c5d93209d,181,0.4384032530005796,0.035351381215469616,6.3986,0.0155
C22,DHGLUCONATE-PYR-CAT-PWY,0ddcd311e02f742e2e0e61ce02cf9c29,104,0.2835288546497505,0.054817307692307686,5.701,0.0155
C32,DHGLUCONATE-PYR-CAT-PWY,3a7bcfd3dd1c23c2efae4b6b3fcd36a3,143,0.3413527355363713,0.04527552447552448,6.4744,0.0155
C17,DHGLUCONATE-PYR-CAT-PWY,3a7bcfd3dd1c23c2efae4b6b3fcd36a3,94,0.33770408643500155,0.0457436170212766,4.2999,0.0154
C27,DHGLUCONATE-PYR-CAT-PWY,d67c365dce47104f34fc44ca059d411e,75,0.16854364358997062,0.09135066666666666,6.8513,0.0154
C12,DHGLUCONATE-PYR-CAT-PWY,6472eb8b1e09f892aca2f23182962903,1220,1.1825711500717686,0.012918360655737706,15.7604,0.0153
C27,DHGLUCONATE-PYR-CAT-PWY,9fa42a9ddb62a5420e51dcb6b6966df4,74.5,0.1674200192993708,0.0913503355704698,6.8056,0.0153
C17,DHGLUCONATE-PYR-CAT-PWY,f37fc1dccfeba0004cbeb4f1ad6083c6,81,0.2910003298003737,0.05227901234567902,4.2346,0.0152
C36,DHGLUCONATE-PYR-CAT-PWY,68084402ba50c5318fb1062026beb58d,116,0.26635579577582674,0.05677586206896552,6.586,0.0151
C22,DHGLUCONATE-PYR-CAT-PWY,5d86e59a9ce166765292a90ff5918222,151,0.4116620870395417,0.03654503311258278,5.5183,0.015
C29,DHGLUCONATE-PYR-CAT-PWY,68084402ba50c5318fb1062026beb58d,77,0.2514605941654611,0.05965324675324676,4.5933,0.015
C30,DHGLUCONATE-PYR-CAT-PWY,dab1160ee7a4ecf9945086ff09f99528,291,0.7446776658884655,0.019893814432989692,5.7891,0.0148
C33,DHGLUCONATE-PYR-CAT-PWY,f37fc1dccfeba0004cbeb4f1ad6083c6,98,0.2814654700746201,0.052267346938775515,5.1222,0.0147
C24,DHGLUCONATE-PYR-CAT-PWY,dab1160ee7a4ecf9945086ff09f99528,223,0.3419613399670767,0.04226726457399103,9.4256,0.0145
C23,DHGLUCONATE-PYR-CAT-PWY,f74a23038095f558d209d451c03c9b7e,449,1.1371913753785154,0.012598886414253899,5.6569,0.0143
C24,DHGLUCONATE-PYR-CAT-PWY,58540ccde4dec965024c3ea4439cbb6b,147,0.2254184617720192,0.06340068027210885,9.3199,0.0143
C24,DHGLUCONATE-PYR-CAT-PWY,5d86e59a9ce166765292a90ff5918222,220,0.3373609631962192,0.04226727272727273,9.2988,0.0143
C07,DHGLUCONATE-PYR-CAT-PWY,d829bee4984f82ffc2453212157caf96,743,1.0486677826110276,0.013335262449528935,9.9081,0.014
C28,DHGLUCONATE-PYR-CAT-PWY,f37fc1dccfeba0004cbeb4f1ad6083c6,90,0.25455346655153305,0.054065555555555554,4.8659,0.0138
C31,DHGLUCONATE-PYR-CAT-PWY,3a7bcfd3dd1c23c2efae4b6b3fcd36a3,123,0.2640066246345225,0.052376422764227645,6.4423,0.0138
C30,DHGLUCONATE-PYR-CAT-PWY,0422647ef6eff7c6bb336bf4e2a4f695,539,1.379317051250457,0.009946938775510204,5.3614,0.0137
C33,DHGLUCONATE-PYR-CAT-PWY,9fa42a9ddb62a5420e51dcb6b6966df4,80.5,0.2312037789898665,0.0588,4.7334,0.0136
C11,DHGLUCONATE-PYR-CAT-PWY,d829bee4984f82ffc2453212157caf96,415,0.8573012734332461,0.015759518072289154,6.5402,0.0135
C24,DHGLUCONATE-PYR-CAT-PWY,91c8626124b81cf81edbfdbb4b8ea736,46,0.07053911048648219,0.19020217391304348,8.7493,0.0134
C34,DHGLUCONATE-PYR-CAT-PWY,42b58be2a8c3332f29d99ed974b3a320,70,0.19419043257028515,0.06891571428571427,4.8241,0.0134
C22,DHGLUCONATE-PYR-CAT-PWY,850c5745e4c7c5f76d2a46d77621eae3,89,0.2426352698444981,0.05481685393258427,4.8787,0.0133
C29,DHGLUCONATE-PYR-CAT-PWY,093dbcff1372d79fd828467dbbd5d9a7,159,0.5192497983416664,0.025565408805031446,4.0649,0.0133
C26,DHGLUCONATE-PYR-CAT-PWY,dab1160ee7a4ecf9945086ff09f99528,216,0.6915259576754099,0.01910787037037037,4.1273,0.0132
C30,DHGLUCONATE-PYR-CAT-PWY,68084402ba50c5318fb1062026beb58d,74,0.1893682036967232,0.06962837837837837,5.1525,0.0132
C36,DHGLUCONATE-PYR-CAT-PWY,9fa42a9ddb62a5420e51dcb6b6966df4,78.5,0.18024939627933104,0.07299745222929936,5.7303,0.0132
C21,DHGLUCONATE-PYR-CAT-PWY,1bc599cac5647c5c30496e93ca551557,65,0.15743763229302582,0.08248615384615385,5.3616,0.013
C22,DHGLUCONATE-PYR-CAT-PWY,13ad238ff80cde86ce862692d31236d7,130,0.35441106831218816,0.036544615384615384,4.7508,0.013
C24,DHGLUCONATE-PYR-CAT-PWY,cd9c8a21f87083cf827bafb05fe08bff,44.5,0.06823892210105342,0.19020224719101125,8.464,0.013
C24,DHGLUCONATE-PYR-CAT-PWY,5d9180880af9854c6372832cdeb3d320,398,0.6103166516004329,0.021133417085427136,8.4111,0.0129
C28,DHGLUCONATE-PYR-CAT-PWY,42b58be2a8c3332f29d99ed974b3a320,75,0.21212788879294425,0.060823999999999996,4.5618,0.0129
C22,DHGLUCONATE-PYR-CAT-PWY,b7ab93369308f0ed3b69d48de250d3bb,64,0.17447929516907726,0.0730890625,4.6777,0.0128
C29,DHGLUCONATE-PYR-CAT-PWY,42b58be2a8c3332f29d99ed974b3a320,51,0.1665518221095911,0.07669803921568627,3.9116,0.0128
C36,DHGLUCONATE-PYR-CAT-PWY,0422647ef6eff7c6bb336bf4e2a4f695,686,1.5751730681225615,0.008110932944606413,5.5641,0.0128
C19,DHGLUCONATE-PYR-CAT-PWY,9d127ac8ec1a7b03befe92229847b811,122,0.2939376563049628,0.04310819672131148,5.2592,0.0127
C22,DHGLUCONATE-PYR-CAT-PWY,69f38f9e79867a0a88b172de2543b59d,63.5,0.17311617567556886,0.07308976377952757,4.6412,0.0127
C30,DHGLUCONATE-PYR-CAT-PWY,0ddcd311e02f742e2e0e61ce02cf9c29,166,0.4247989434277845,0.029840963855421686,4.9536,0.0127
C33,DHGLUCONATE-PYR-CAT-PWY,0422647ef6eff7c6bb336bf4e2a4f695,676,1.9415373241881961,0.006533284023668639,4.4165,0.0127
C29,DHGLUCONATE-PYR-CAT-PWY,0422647ef6eff7c6bb336bf4e2a4f695,449,1.4663091789648317,0.008521826280623607,3.8263,0.0125
C22,DHGLUCONATE-PYR-CAT-PWY,e4ee05bbf4ea42bb7404e560a5998628,124,0.3380536343900872,0.03654516129032258,4.5316,0.0124
C29,DHGLUCONATE-PYR-CAT-PWY,dab1160ee7a4ecf9945086ff09f99528,223,0.7282560064791925,0.01704394618834081,3.8008,0.0124
C34,DHGLUCONATE-PYR-CAT-PWY,dab1160ee7a4ecf9945086ff09f99528,291,0.8072773696850426,0.015314432989690723,4.4565,0.0124
C24,DHGLUCONATE-PYR-CAT-PWY,68084402ba50c5318fb1062026beb58d,54,0.08280678187543561,0.1479351851851852,7.9885,0.0123
C35,DHGLUCONATE-PYR-CAT-PWY,0422647ef6eff7c6bb336bf4e2a4f695,948,2.085064930637499,0.00587542194092827,5.5699,0.0123
C19,DHGLUCONATE-PYR-CAT-PWY,3a7bcfd3dd1c23c2efae4b6b3fcd36a3,84,0.20238330434112195,0.060351190476190475,5.0695,0.0122
C31,DHGLUCONATE-PYR-CAT-PWY,dab1160ee7a4ecf9945086ff09f99528,376,0.8070446411591908,0.014964627659574467,5.6267,0.0121
C17,DHGLUCONATE-PYR-CAT-PWY,42b58be2a8c3332f29d99ed974b3a320,57,0.2047780098595222,0.0588140350877193,3.3524,0.012
C17,DHGLUCONATE-PYR-CAT-PWY,68084402ba50c5318fb1062026beb58d,73,0.2622595564867565,0.045743835616438355,3.3393,0.012
C22,DHGLUCONATE-PYR-CAT-PWY,350169a59a70e396afec6e90864bbf2e,240,0.6542973568840397,0.0182725,4.3854,0.012
C31,DHGLUCONATE-PYR-CAT-PWY,9d127ac8ec1a7b03befe92229847b811,150,0.32195929833478354,0.037412,5.6118,0.012
C22,DHGLUCONATE-PYR-CAT-PWY,47a69247f2f6162d3ae6aa44fb566b89,26.5,0.07224533315594606,0.16445283018867923,4.358,0.0119
C24,DHGLUCONATE-PYR-CAT-PWY,a8377fd1db22cfbfa2ceb1d14d392dc2,46,0.07053911048648219,0.16906739130434784,7.7771,0.0119
C24,DHGLUCONATE-PYR-CAT-PWY,fae4271783897b464c13970d86b4ba13,364,0.5581790481973807,0.021133516483516482,7.6926,0.0118
C27,DHGLUCONATE-PYR-CAT-PWY,42b58be2a8c3332f29d99ed974b3a320,57.5,0.12921679341897746,0.09135130434782608,5.2527,0.0118
C24,DHGLUCONATE-PYR-CAT-PWY,07155d961aea72ab502375b13ea42c76,361,0.5535786714265233,0.021133518005540166,7.6292,0.0117
C24,DHGLUCONATE-PYR-CAT-PWY,850c5745e4c7c5f76d2a46d77621eae3,119,0.18248161191068216,0.06340084033613445,7.5447,0.0116
C35,DHGLUCONATE-PYR-CAT-PWY,42b58be2a8c3332f29d99ed974b3a320,99.5,0.2188438402937037,0.052878391959798994,5.2614,0.0116
C22,DHGLUCONATE-PYR-CAT-PWY,2ce0cbbc8aa5cd85a0f34afc594f7567,57,0.15539562225995945,0.07308947368421052,4.1661,0.0114
C26,DHGLUCONATE-PYR-CAT-PWY,b7ab93369308f0ed3b69d48de250d3bb,93,0.29774034288802376,0.038216129032258066,3.5541,0.0114
C23,DHGLUCONATE-PYR-CAT-PWY,815441e55a0ea6cec04bc18f890a100d,39.5,0.10004244839076028,0.11338987341772153,4.4789,0.0113
C26,DHGLUCONATE-PYR-CAT-PWY,42b58be2a8c3332f29d99ed974b3a320,41,0.13126187159579542,0.08598536585365853,3.5254,0.0113
C26,DHGLUCONATE-PYR-CAT-PWY,815441e55a0ea6cec04bc18f890a100d,41,0.13126187159579542,0.08598536585365853,3.5254,0.0113
C29,DHGLUCONATE-PYR-CAT-PWY,350169a59a70e396afec6e90864bbf2e,407,1.32914885487458,0.008521867321867322,3.4684,0.0113
C21,DHGLUCONATE-PYR-CAT-PWY,df71de0e92459aa808364311135bb8fc,98,0.2373675071494851,0.04713469387755102,4.6192,0.0112
C36,DHGLUCONATE-PYR-CAT-PWY,d67c365dce47104f34fc44ca059d411e,67,0.15384343376707235,0.07299850746268657,4.8909,0.0112
C23,DHGLUCONATE-PYR-CAT-PWY,91c8626124b81cf81edbfdbb4b8ea736,38.5,0.09750972817833596,0.11338961038961039,4.3655,0.0111
C24,DHGLUCONATE-PYR-CAT-PWY,ed4897364210960229ae8b3074c5a6ed,341,0.5229094929541397,0.02113343108504399,7.2065,0.0111
C28,DHGLUCONATE-PYR-CAT-PWY,dab1160ee7a4ecf9945086ff09f99528,291,0.8230562085166238,0.013516494845360825,3.9333,0.0111
C35,DHGLUCONATE-PYR-CAT-PWY,f37fc1dccfeba0004cbeb4f1ad6083c6,107,0.2353396071500131,0.04700373831775701,5.0294,0.0111
C30,DHGLUCONATE-PYR-CAT-PWY,fae4271783897b464c13970d86b4ba13,434,1.1106189243834843,0.00994700460829493,4.317,0.011
C19,DHGLUCONATE-PYR-CAT-PWY,dab1160ee7a4ecf9945086ff09f99528,262,0.6312431635401661,0.017243129770992367,4.5177,0.0109
